protected_attribute,counterfactual_value,sample_count,mean_original_score,mean_counterfactual_score,mean_score_difference,mean_absolute_difference,maximum_absolute_difference,changed_predictions,percentage_predictions_changed
gender,Male,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
gender,Female,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
age_group,36-45,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
age_group,18-25,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
age_group,26-35,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
age_group,56+,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
age_group,46-55,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Hyderabad,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Delhi,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Bengaluru,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Other,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Chennai,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Mumbai,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Pune,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Kolkata,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
location,Ahmedabad,4434,0.5201706290245056,0.5201706290245056,0.0,0.0,0.0,0,0.0
